tagNumber,tagDescription,tagStatus,equipmentClassId,manufacturer,criticalityClass,installationDate,cfihosId
P-39656,Centrifugal Pump P-39656,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,Low,2014-07-25,CFIHOS-00000028
P-39657,Centrifugal Pump P-39657,Decommissioned,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Medium,2023-02-08,CFIHOS-00000028
P-39658,Reciprocating Pump P-39658,Commissioning,EC-PUMP-RECIP,Halberd Valve Corporation,High,2021-03-08,CFIHOS-00000028
E-39659,Shell & Tube Exchanger E-39659,Commissioning,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Medium,2014-02-11,CFIHOS-00000028
PT-39660,Pressure Transmitter PT-39660,Decommissioned,EC-INST-PT,Halberd Valve Corporation,Medium,2017-09-01,CFIHOS-00000028
P-39661,Centrifugal Pump P-39661,In Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2016-12-21,CFIHOS-00000028
P-39662,Centrifugal Pump P-39662,Decommissioned,EC-PUMP-CENTR,Ironclad Controls Inc.,Low,2016-03-05,CFIHOS-00000028
V-39663,Separator V-39663,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,High,2019-03-05,CFIHOS-00000028
K-39664,Centrifugal Compressor K-39664,Decommissioned,EC-COMPRESSOR-CENTR,Halberd Valve Corporation,High,2015-05-26,CFIHOS-00000028
FCV-39665,Control Valve FCV-39665,In Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2015-12-27,CFIHOS-00000028
K-39666,Centrifugal Compressor K-39666,Commissioning,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Medium,2021-02-15,CFIHOS-00000028
P-39667,Reciprocating Pump P-39667,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2013-01-23,CFIHOS-00000028
FCV-39668,Control Valve FCV-39668,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,High,2023-05-22,CFIHOS-00000028
LT-39669,Level Transmitter LT-39669,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2021-06-14,CFIHOS-00000028
LT-39670,Level Transmitter LT-39670,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,Medium,2016-03-02,CFIHOS-00000028
E-39671,Shell & Tube Exchanger E-39671,Commissioning,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,High,2022-09-06,CFIHOS-00000028
PT-39672,Pressure Transmitter PT-39672,Commissioning,EC-INST-PT,Halberd Valve Corporation,Medium,2016-03-02,CFIHOS-00000028
PSV-39673,Pressure Relief Valve PSV-39673,Out of Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2018-08-23,CFIHOS-00000028
K-39674,Centrifugal Compressor K-39674,Decommissioned,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,High,2013-11-27,CFIHOS-00000028
FT-39675,Flow Transmitter FT-39675,Commissioning,EC-INST-FT,Halberd Valve Corporation,High,2012-06-11,CFIHOS-00000028
E-39676,Shell & Tube Exchanger E-39676,Commissioning,EC-HEATEXCH-SHELL,Halberd Valve Corporation,High,2016-02-27,CFIHOS-00000028
LT-39677,Level Transmitter LT-39677,Out of Service,EC-INST-LT,Reedmoor Pumps & Compressors,Low,2012-10-23,CFIHOS-00000028
FT-39678,Flow Transmitter FT-39678,Decommissioned,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2015-04-15,CFIHOS-00000028
FT-39679,Flow Transmitter FT-39679,Out of Service,EC-INST-FT,Ironclad Controls Inc.,Medium,2015-02-06,CFIHOS-00000028
FCV-39680,Control Valve FCV-39680,Out of Service,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2019-09-12,CFIHOS-00000028
V-39681,Separator V-39681,Decommissioned,EC-VESSEL-SEP,Halberd Valve Corporation,Medium,2019-04-11,CFIHOS-00000028
LT-39682,Level Transmitter LT-39682,Out of Service,EC-INST-LT,Reedmoor Pumps & Compressors,High,2016-11-27,CFIHOS-00000028
P-39683,Centrifugal Pump P-39683,In Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2014-12-15,CFIHOS-00000028
TT-39684,Temperature Transmitter TT-39684,In Service,EC-INST-TT,Ironclad Controls Inc.,Low,2013-09-04,CFIHOS-00000028
FT-39685,Flow Transmitter FT-39685,In Service,EC-INST-FT,Ironclad Controls Inc.,Low,2017-05-06,CFIHOS-00000028
PSV-39686,Pressure Relief Valve PSV-39686,In Service,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2013-11-23,CFIHOS-00000028
XV-39687,Isolation Valve XV-39687,In Service,EC-VALVE-ISO,Halberd Valve Corporation,Low,2013-11-14,CFIHOS-00000028
TT-39688,Temperature Transmitter TT-39688,Decommissioned,EC-INST-TT,Halberd Valve Corporation,Medium,2019-10-25,CFIHOS-00000028
LT-39689,Level Transmitter LT-39689,In Service,EC-INST-LT,Ironclad Controls Inc.,High,2017-05-12,CFIHOS-00000028
P-39690,Centrifugal Pump P-39690,Out of Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2015-01-15,CFIHOS-00000028
LT-39691,Level Transmitter LT-39691,In Service,EC-INST-LT,Ironclad Controls Inc.,High,2022-11-21,CFIHOS-00000028
V-39692,Separator V-39692,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2015-03-13,CFIHOS-00000028
PT-39693,Pressure Transmitter PT-39693,Commissioning,EC-INST-PT,Ironclad Controls Inc.,Medium,2013-10-31,CFIHOS-00000028
TT-39694,Temperature Transmitter TT-39694,Out of Service,EC-INST-TT,Halberd Valve Corporation,Low,2014-03-08,CFIHOS-00000028
PSV-39695,Pressure Relief Valve PSV-39695,Out of Service,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2013-03-23,CFIHOS-00000028
FT-39696,Flow Transmitter FT-39696,Out of Service,EC-INST-FT,Ironclad Controls Inc.,High,2014-02-18,CFIHOS-00000028
PT-39697,Pressure Transmitter PT-39697,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2017-05-28,CFIHOS-00000028
FT-39698,Flow Transmitter FT-39698,Out of Service,EC-INST-FT,Ironclad Controls Inc.,High,2016-04-25,CFIHOS-00000028
PSV-39699,Pressure Relief Valve PSV-39699,In Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2021-03-02,CFIHOS-00000028
FCV-39700,Control Valve FCV-39700,Commissioning,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2022-04-29,CFIHOS-00000028
V-39701,Separator V-39701,In Service,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,Medium,2022-07-14,CFIHOS-00000028
LT-39702,Level Transmitter LT-39702,Decommissioned,EC-INST-LT,Ironclad Controls Inc.,High,2017-05-17,CFIHOS-00000028
PT-39703,Pressure Transmitter PT-39703,In Service,EC-INST-PT,Halberd Valve Corporation,Low,2022-04-11,CFIHOS-00000028
P-39704,Reciprocating Pump P-39704,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2020-12-02,CFIHOS-00000028
TT-39705,Temperature Transmitter TT-39705,In Service,EC-INST-TT,Halberd Valve Corporation,Medium,2016-06-13,CFIHOS-00000028
FT-39706,Flow Transmitter FT-39706,Commissioning,EC-INST-FT,Halberd Valve Corporation,High,2012-12-15,CFIHOS-00000028
P-39707,Centrifugal Pump P-39707,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,Low,2016-03-25,CFIHOS-00000028
P-39708,Reciprocating Pump P-39708,Commissioning,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2015-05-09,CFIHOS-00000028
TT-39709,Temperature Transmitter TT-39709,Out of Service,EC-INST-TT,Halberd Valve Corporation,Low,2022-02-03,CFIHOS-00000028
P-39710,Centrifugal Pump P-39710,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,High,2012-03-05,CFIHOS-00000028
LT-39711,Level Transmitter LT-39711,Out of Service,EC-INST-LT,Reedmoor Pumps & Compressors,Low,2022-08-03,CFIHOS-00000028
P-39712,Reciprocating Pump P-39712,Decommissioned,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2013-08-19,CFIHOS-00000028
K-39713,Centrifugal Compressor K-39713,In Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,Medium,2018-10-20,CFIHOS-00000028
PT-39714,Pressure Transmitter PT-39714,Decommissioned,EC-INST-PT,Halberd Valve Corporation,High,2012-04-05,CFIHOS-00000028
COL-39715,Distillation Column COL-39715,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,High,2016-12-26,CFIHOS-00000028
V-39716,Separator V-39716,Decommissioned,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2020-07-26,CFIHOS-00000028
FT-39717,Flow Transmitter FT-39717,In Service,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2017-02-22,CFIHOS-00000028
P-39718,Reciprocating Pump P-39718,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2016-09-06,CFIHOS-00000028
LT-39719,Level Transmitter LT-39719,Decommissioned,EC-INST-LT,Reedmoor Pumps & Compressors,Low,2014-05-18,CFIHOS-00000028
COL-39720,Distillation Column COL-39720,Decommissioned,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2015-08-14,CFIHOS-00000028
P-39721,Reciprocating Pump P-39721,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2013-04-20,CFIHOS-00000028
PT-39722,Pressure Transmitter PT-39722,In Service,EC-INST-PT,Ironclad Controls Inc.,High,2018-04-26,CFIHOS-00000028
PT-39723,Pressure Transmitter PT-39723,Commissioning,EC-INST-PT,Ironclad Controls Inc.,High,2020-05-08,CFIHOS-00000028
TT-39724,Temperature Transmitter TT-39724,Commissioning,EC-INST-TT,Reedmoor Pumps & Compressors,Low,2015-02-10,CFIHOS-00000028
PT-39725,Pressure Transmitter PT-39725,In Service,EC-INST-PT,Halberd Valve Corporation,Medium,2018-10-06,CFIHOS-00000028
P-39726,Centrifugal Pump P-39726,Decommissioned,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2014-10-10,CFIHOS-00000028
FT-39727,Flow Transmitter FT-39727,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,Low,2014-05-29,CFIHOS-00000028
PSV-39728,Pressure Relief Valve PSV-39728,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Low,2021-01-05,CFIHOS-00000028
PSV-39729,Pressure Relief Valve PSV-39729,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Medium,2016-03-09,CFIHOS-00000028
TT-39730,Temperature Transmitter TT-39730,In Service,EC-INST-TT,Halberd Valve Corporation,Low,2018-08-18,CFIHOS-00000028
XV-39731,Isolation Valve XV-39731,In Service,EC-VALVE-ISO,Halberd Valve Corporation,High,2012-08-24,CFIHOS-00000028
FT-39732,Flow Transmitter FT-39732,Out of Service,EC-INST-FT,Reedmoor Pumps & Compressors,Low,2013-05-25,CFIHOS-00000028
P-39733,Reciprocating Pump P-39733,Out of Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2019-06-07,CFIHOS-00000028
COL-39734,Distillation Column COL-39734,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,High,2018-05-14,CFIHOS-00000028
FT-39735,Flow Transmitter FT-39735,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,High,2021-06-15,CFIHOS-00000028
V-39736,Separator V-39736,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2020-04-26,CFIHOS-00000028
PSV-39737,Pressure Relief Valve PSV-39737,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Low,2022-12-16,CFIHOS-00000028
PT-39738,Pressure Transmitter PT-39738,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Medium,2021-09-29,CFIHOS-00000028
K-39739,Centrifugal Compressor K-39739,Out of Service,EC-COMPRESSOR-CENTR,Ironclad Controls Inc.,High,2017-04-24,CFIHOS-00000028
P-39740,Reciprocating Pump P-39740,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2021-06-14,CFIHOS-00000028
P-39741,Centrifugal Pump P-39741,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,High,2023-11-22,CFIHOS-00000028
E-39742,Shell & Tube Exchanger E-39742,Decommissioned,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,High,2015-06-01,CFIHOS-00000028
P-39743,Centrifugal Pump P-39743,Commissioning,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Medium,2023-06-01,CFIHOS-00000028
XV-39744,Isolation Valve XV-39744,Decommissioned,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2018-11-03,CFIHOS-00000028
P-39745,Reciprocating Pump P-39745,Out of Service,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2017-07-23,CFIHOS-00000028
XV-39746,Isolation Valve XV-39746,In Service,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2018-10-18,CFIHOS-00000028
FCV-39747,Control Valve FCV-39747,Decommissioned,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Low,2019-03-07,CFIHOS-00000028
FCV-39748,Control Valve FCV-39748,Commissioning,EC-VALVE-CTRL,Reedmoor Pumps & Compressors,Medium,2016-09-28,CFIHOS-00000028
COL-39749,Distillation Column COL-39749,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,High,2015-12-29,CFIHOS-00000028
E-39750,Shell & Tube Exchanger E-39750,Out of Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2022-08-13,CFIHOS-00000028
COL-39751,Distillation Column COL-39751,Commissioning,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Low,2022-03-15,CFIHOS-00000028
PSV-39752,Pressure Relief Valve PSV-39752,Commissioning,EC-VALVE-RELIEF,Halberd Valve Corporation,High,2022-09-16,CFIHOS-00000028
P-39753,Reciprocating Pump P-39753,Decommissioned,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2023-03-18,CFIHOS-00000028
P-39754,Centrifugal Pump P-39754,Commissioning,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2016-06-23,CFIHOS-00000028
PSV-39755,Pressure Relief Valve PSV-39755,Out of Service,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,High,2018-12-06,CFIHOS-00000028
XV-39756,Isolation Valve XV-39756,Decommissioned,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2019-09-09,CFIHOS-00000028
FCV-39757,Control Valve FCV-39757,Commissioning,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2018-01-24,CFIHOS-00000028
XV-39758,Isolation Valve XV-39758,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Medium,2014-04-16,CFIHOS-00000028
FCV-39759,Control Valve FCV-39759,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2014-01-20,CFIHOS-00000028
E-39760,Shell & Tube Exchanger E-39760,Decommissioned,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2019-07-03,CFIHOS-00000028
V-39761,Separator V-39761,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Low,2014-12-13,CFIHOS-00000028
P-39762,Centrifugal Pump P-39762,Decommissioned,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Medium,2016-03-04,CFIHOS-00000028
TT-39763,Temperature Transmitter TT-39763,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,Medium,2018-02-27,CFIHOS-00000028
P-39764,Reciprocating Pump P-39764,Decommissioned,EC-PUMP-RECIP,Halberd Valve Corporation,Medium,2023-08-23,CFIHOS-00000028
LT-39765,Level Transmitter LT-39765,In Service,EC-INST-LT,Reedmoor Pumps & Compressors,Low,2012-10-31,CFIHOS-00000028
PT-39766,Pressure Transmitter PT-39766,Out of Service,EC-INST-PT,Halberd Valve Corporation,Low,2017-09-15,CFIHOS-00000028
XV-39767,Isolation Valve XV-39767,Out of Service,EC-VALVE-ISO,Halberd Valve Corporation,Low,2016-08-01,CFIHOS-00000028
TT-39768,Temperature Transmitter TT-39768,Out of Service,EC-INST-TT,Halberd Valve Corporation,Medium,2021-09-25,CFIHOS-00000028
PSV-39769,Pressure Relief Valve PSV-39769,Commissioning,EC-VALVE-RELIEF,Reedmoor Pumps & Compressors,Medium,2021-12-02,CFIHOS-00000028
XV-39770,Isolation Valve XV-39770,Out of Service,EC-VALVE-ISO,Ironclad Controls Inc.,High,2013-04-30,CFIHOS-00000028
V-39771,Separator V-39771,Decommissioned,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2019-09-26,CFIHOS-00000028
COL-39772,Distillation Column COL-39772,Commissioning,EC-VESSEL-COL,Ironclad Controls Inc.,High,2023-05-02,CFIHOS-00000028
COL-39773,Distillation Column COL-39773,Decommissioned,EC-VESSEL-COL,Halberd Valve Corporation,Low,2015-03-06,CFIHOS-00000028
P-39774,Reciprocating Pump P-39774,Decommissioned,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,Medium,2023-10-27,CFIHOS-00000028
PT-39775,Pressure Transmitter PT-39775,Out of Service,EC-INST-PT,Reedmoor Pumps & Compressors,Low,2018-04-01,CFIHOS-00000028
P-39776,Centrifugal Pump P-39776,Out of Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2021-05-05,CFIHOS-00000028
TT-39777,Temperature Transmitter TT-39777,Out of Service,EC-INST-TT,Reedmoor Pumps & Compressors,High,2015-10-19,CFIHOS-00000028
LT-39778,Level Transmitter LT-39778,Commissioning,EC-INST-LT,Ironclad Controls Inc.,High,2012-03-13,CFIHOS-00000028
V-39779,Separator V-39779,Commissioning,EC-VESSEL-SEP,Reedmoor Pumps & Compressors,High,2023-10-16,CFIHOS-00000028
TT-39780,Temperature Transmitter TT-39780,In Service,EC-INST-TT,Ironclad Controls Inc.,Medium,2018-04-28,CFIHOS-00000028
E-39781,Shell & Tube Exchanger E-39781,Out of Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,Low,2015-10-27,CFIHOS-00000028
PT-39782,Pressure Transmitter PT-39782,Out of Service,EC-INST-PT,Halberd Valve Corporation,Low,2019-07-02,CFIHOS-00000028
COL-39783,Distillation Column COL-39783,Commissioning,EC-VESSEL-COL,Reedmoor Pumps & Compressors,Medium,2020-06-15,CFIHOS-00000028
FCV-39784,Control Valve FCV-39784,Out of Service,EC-VALVE-CTRL,Halberd Valve Corporation,Low,2020-04-16,CFIHOS-00000028
P-39785,Reciprocating Pump P-39785,In Service,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,High,2020-03-01,CFIHOS-00000028
P-39786,Reciprocating Pump P-39786,Commissioning,EC-PUMP-RECIP,Halberd Valve Corporation,Low,2012-05-04,CFIHOS-00000028
PT-39787,Pressure Transmitter PT-39787,Decommissioned,EC-INST-PT,Halberd Valve Corporation,Low,2019-05-18,CFIHOS-00000028
XV-39788,Isolation Valve XV-39788,Commissioning,EC-VALVE-ISO,Reedmoor Pumps & Compressors,Low,2016-03-28,CFIHOS-00000028
E-39789,Shell & Tube Exchanger E-39789,Commissioning,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,Low,2022-10-31,CFIHOS-00000028
XV-39790,Isolation Valve XV-39790,In Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2022-09-17,CFIHOS-00000028
P-39791,Reciprocating Pump P-39791,Decommissioned,EC-PUMP-RECIP,Reedmoor Pumps & Compressors,High,2015-04-23,CFIHOS-00000028
FCV-39792,Control Valve FCV-39792,Decommissioned,EC-VALVE-CTRL,Halberd Valve Corporation,High,2013-05-07,CFIHOS-00000028
P-39793,Reciprocating Pump P-39793,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2022-01-23,CFIHOS-00000028
PT-39794,Pressure Transmitter PT-39794,Commissioning,EC-INST-PT,Ironclad Controls Inc.,Medium,2014-12-24,CFIHOS-00000028
XV-39795,Isolation Valve XV-39795,In Service,EC-VALVE-ISO,Ironclad Controls Inc.,Medium,2017-05-29,CFIHOS-00000028
P-39796,Reciprocating Pump P-39796,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,High,2015-07-02,CFIHOS-00000028
P-39797,Reciprocating Pump P-39797,Commissioning,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2013-04-09,CFIHOS-00000028
FT-39798,Flow Transmitter FT-39798,Commissioning,EC-INST-FT,Reedmoor Pumps & Compressors,Medium,2012-09-01,CFIHOS-00000028
XV-39799,Isolation Valve XV-39799,Decommissioned,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2020-08-09,CFIHOS-00000028
V-39800,Separator V-39800,In Service,EC-VESSEL-SEP,Halberd Valve Corporation,Low,2014-03-02,CFIHOS-00000028
P-39801,Centrifugal Pump P-39801,Out of Service,EC-PUMP-CENTR,Ironclad Controls Inc.,Medium,2021-06-29,CFIHOS-00000028
TT-39802,Temperature Transmitter TT-39802,Decommissioned,EC-INST-TT,Ironclad Controls Inc.,High,2023-04-23,CFIHOS-00000028
V-39803,Separator V-39803,Out of Service,EC-VESSEL-SEP,Halberd Valve Corporation,High,2015-05-21,CFIHOS-00000028
E-39804,Shell & Tube Exchanger E-39804,Commissioning,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2013-01-23,CFIHOS-00000028
XV-39805,Isolation Valve XV-39805,Out of Service,EC-VALVE-ISO,Reedmoor Pumps & Compressors,High,2023-02-15,CFIHOS-00000028
FCV-39806,Control Valve FCV-39806,In Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Medium,2016-01-28,CFIHOS-00000028
E-39807,Shell & Tube Exchanger E-39807,Out of Service,EC-HEATEXCH-SHELL,Ironclad Controls Inc.,High,2019-04-27,CFIHOS-00000028
P-39808,Centrifugal Pump P-39808,In Service,EC-PUMP-CENTR,Reedmoor Pumps & Compressors,Low,2016-04-19,CFIHOS-00000028
E-39809,Shell & Tube Exchanger E-39809,Decommissioned,EC-HEATEXCH-SHELL,Reedmoor Pumps & Compressors,High,2014-08-06,CFIHOS-00000028
FCV-39810,Control Valve FCV-39810,In Service,EC-VALVE-CTRL,Halberd Valve Corporation,Medium,2023-05-14,CFIHOS-00000028
V-39811,Separator V-39811,Commissioning,EC-VESSEL-SEP,Halberd Valve Corporation,Low,2013-09-01,CFIHOS-00000028
FCV-39812,Control Valve FCV-39812,Out of Service,EC-VALVE-CTRL,Ironclad Controls Inc.,Low,2015-02-06,CFIHOS-00000028
P-39813,Reciprocating Pump P-39813,Out of Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Low,2021-10-11,CFIHOS-00000028
TT-39814,Temperature Transmitter TT-39814,Commissioning,EC-INST-TT,Ironclad Controls Inc.,Medium,2016-11-13,CFIHOS-00000028
V-39815,Separator V-39815,Out of Service,EC-VESSEL-SEP,Ironclad Controls Inc.,High,2022-06-28,CFIHOS-00000028
K-39816,Centrifugal Compressor K-39816,In Service,EC-COMPRESSOR-CENTR,Reedmoor Pumps & Compressors,Low,2021-12-27,CFIHOS-00000028
V-39817,Separator V-39817,In Service,EC-VESSEL-SEP,Ironclad Controls Inc.,Medium,2020-08-06,CFIHOS-00000028
FT-39818,Flow Transmitter FT-39818,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,High,2022-02-11,CFIHOS-00000028
P-39819,Centrifugal Pump P-39819,Decommissioned,EC-PUMP-CENTR,Halberd Valve Corporation,High,2019-07-07,CFIHOS-00000028
PSV-39820,Pressure Relief Valve PSV-39820,Decommissioned,EC-VALVE-RELIEF,Ironclad Controls Inc.,Low,2023-04-21,CFIHOS-00000028
FT-39821,Flow Transmitter FT-39821,In Service,EC-INST-FT,Halberd Valve Corporation,Medium,2021-09-23,CFIHOS-00000028
XV-39822,Isolation Valve XV-39822,Commissioning,EC-VALVE-ISO,Halberd Valve Corporation,Low,2018-09-19,CFIHOS-00000028
XV-39823,Isolation Valve XV-39823,Decommissioned,EC-VALVE-ISO,Halberd Valve Corporation,Low,2023-04-29,CFIHOS-00000028
COL-39824,Distillation Column COL-39824,Commissioning,EC-VESSEL-COL,Halberd Valve Corporation,Medium,2014-06-21,CFIHOS-00000028
FT-39825,Flow Transmitter FT-39825,Decommissioned,EC-INST-FT,Ironclad Controls Inc.,Medium,2016-12-14,CFIHOS-00000028
V-39826,Separator V-39826,Commissioning,EC-VESSEL-SEP,Halberd Valve Corporation,Low,2012-06-25,CFIHOS-00000028
COL-39827,Distillation Column COL-39827,Out of Service,EC-VESSEL-COL,Ironclad Controls Inc.,Low,2021-07-12,CFIHOS-00000028
P-39828,Reciprocating Pump P-39828,In Service,EC-PUMP-RECIP,Ironclad Controls Inc.,Medium,2015-05-28,CFIHOS-00000028
LT-39829,Level Transmitter LT-39829,Commissioning,EC-INST-LT,Halberd Valve Corporation,High,2019-12-04,CFIHOS-00000028
