itemId,name,failureModeClass,cfihosId
MI-005728,COL-24116 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005729,PSV-11486 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005730,PSV-34069 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005731,COL-22263 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005732,V-31446 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005733,XV-39756 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005734,P-23191 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005735,K-24727 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005736,P-30487 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005737,FT-2191 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005738,K-39412 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005739,TT-17627 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005740,E-19074 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005741,V-16963 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005742,E-25626 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005743,P-25879 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005744,V-23617 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005745,LT-20435 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005746,P-6631 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005747,FT-24331 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005748,P-9325 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005749,COL-30063 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005750,XV-18164 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005751,PSV-3395 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005752,XV-31521 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005753,P-18369 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005754,TT-32475 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005755,XV-6611 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005756,LT-4201 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005757,P-10757 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005758,XV-6533 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005759,FCV-16493 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005760,FT-2302 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005761,TT-1314 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005762,V-36877 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005763,XV-2930 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005764,PT-18483 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005765,P-33984 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005766,COL-39162 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005767,FT-37794 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005768,P-13932 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005769,TT-13979 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005770,FCV-26343 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005771,E-2982 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005772,TT-25140 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005773,P-16643 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005774,FT-14114 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005775,PT-7062 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005776,TT-28808 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005777,PT-24767 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005778,PSV-8 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005779,PSV-1488 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005780,LT-20205 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005781,P-30714 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005782,FCV-8824 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005783,PT-35325 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005784,LT-9401 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005785,LT-20641 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005786,E-22028 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005787,P-14276 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005788,P-19079 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005789,COL-23803 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005790,V-27441 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005791,K-5169 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005792,XV-25160 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005793,XV-1140 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005794,COL-35625 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005795,COL-33977 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005796,TT-5776 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005797,XV-6064 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005798,E-19768 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005799,LT-7160 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005800,XV-31784 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005801,PT-16213 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005802,P-14071 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005803,TT-32273 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005804,PSV-7999 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005805,FCV-17583 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005806,P-37552 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005807,P-1144 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005808,P-3244 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005809,LT-32801 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005810,K-24043 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005811,FCV-32710 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005812,P-10919 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005813,PT-16996 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005814,LT-10089 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005815,P-5027 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005816,FT-35244 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005817,FT-7720 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005818,PT-24263 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005819,PSV-27332 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005820,K-12646 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005821,E-3814 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005822,K-20308 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005823,COL-31796 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005824,P-6433 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005825,P-12311 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005826,P-34188 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005827,P-35974 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005828,P-8154 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005829,PT-35844 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005830,FCV-34330 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005831,XV-6414 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005832,COL-9091 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005833,V-10034 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005834,FT-10449 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005835,LT-23787 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005836,P-14894 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005837,P-20026 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005838,K-8408 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005839,XV-37087 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005840,E-33912 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005841,PT-22448 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005842,V-19257 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005843,K-34825 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005844,LT-19137 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005845,P-21186 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005846,P-18481 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005847,TT-17238 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005848,XV-17452 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005849,V-34956 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005850,XV-30025 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005851,E-547 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005852,PT-9680 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005853,COL-33226 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005854,V-11020 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005855,FT-20860 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005856,E-15734 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005857,TT-23101 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005858,V-38715 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005859,FCV-27992 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005860,PT-4482 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005861,COL-15204 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005862,E-35761 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005863,PSV-18135 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005864,PT-32893 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005865,P-15304 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005866,P-38176 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005867,E-38121 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005868,COL-8446 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005869,TT-9478 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005870,V-13523 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005871,TT-22405 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005872,P-29223 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005873,PT-10534 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005874,E-30017 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005875,P-3749 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005876,E-27462 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005877,PSV-17240 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005878,P-33572 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005879,K-37164 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005880,V-29335 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005881,P-12596 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005882,PSV-10738 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005883,E-3300 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005884,P-34837 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005885,COL-29930 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005886,FCV-22709 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005887,FT-947 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005888,FT-36938 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005889,P-10135 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005890,XV-14601 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005891,E-8457 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005892,XV-19983 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005893,V-35979 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005894,PSV-30527 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005895,K-31621 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005896,PT-9154 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005897,PSV-4994 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005898,XV-24843 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005899,PSV-38661 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005900,V-12295 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005901,E-12459 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005902,COL-39489 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005903,P-33393 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005904,COL-23247 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005905,P-6214 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005906,K-9407 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005907,PSV-1554 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005908,PSV-4365 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005909,FT-7617 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005910,V-36998 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005911,K-30480 - Primary Maintainable Component,Leakage,CFIHOS-00000089
MI-005912,P-29462 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005913,FT-12974 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005914,LT-7406 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005915,FCV-13489 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005916,XV-30094 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005917,LT-14805 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005918,LT-20726 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005919,P-24275 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005920,FCV-2028 - Primary Maintainable Component,Bearing Failure,CFIHOS-00000089
MI-005921,FCV-37597 - Primary Maintainable Component,Loss of Containment,CFIHOS-00000089
MI-005922,XV-18221 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
MI-005923,P-4336 - Primary Maintainable Component,Failure to Open/Close,CFIHOS-00000089
MI-005924,COL-5324 - Primary Maintainable Component,Loss of Calibration,CFIHOS-00000089
MI-005925,FT-25653 - Primary Maintainable Component,Erratic Output,CFIHOS-00000089
