tpvId,tagNumber,propertyId,value,unitOfMeasureId,cfihosId
TPV-0087542,XV-29206,PROP-006,2371.6,UOM-KW,CFIHOS-00000030
TPV-0087543,P-29207,PROP-011,4968.2,UOM-KG,CFIHOS-00000030
TPV-0087544,P-29207,PROP-001,92.8,UOM-BARG,CFIHOS-00000030
TPV-0087545,P-29207,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0087546,K-29208,PROP-005,789.0,UOM-M3H,CFIHOS-00000030
TPV-0087547,K-29208,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087548,K-29208,PROP-006,2362.1,UOM-KW,CFIHOS-00000030
TPV-0087549,K-29208,PROP-002,302.8,UOM-DEGC,CFIHOS-00000030
TPV-0087550,E-29209,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0087551,E-29209,PROP-003,56.9,UOM-BARG,CFIHOS-00000030
TPV-0087552,P-29210,PROP-012,73.3,UOM-BARG,CFIHOS-00000030
TPV-0087553,P-29210,PROP-003,98.4,UOM-BARG,CFIHOS-00000030
TPV-0087554,P-29210,PROP-005,1389.4,UOM-M3H,CFIHOS-00000030
TPV-0087555,COL-29211,PROP-013,97.5,UOM-BARG,CFIHOS-00000030
TPV-0087556,COL-29211,PROP-005,259.3,UOM-M3H,CFIHOS-00000030
TPV-0087557,COL-29211,PROP-009,300#,,CFIHOS-00000030
TPV-0087558,TT-29212,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0087559,TT-29212,PROP-011,2089.8,UOM-KG,CFIHOS-00000030
TPV-0087560,COL-29213,PROP-009,150#,,CFIHOS-00000030
TPV-0087561,COL-29213,PROP-013,60.8,UOM-BARG,CFIHOS-00000030
TPV-0087562,FT-29214,PROP-006,2855.8,UOM-KW,CFIHOS-00000030
TPV-0087563,FT-29214,PROP-001,125.3,UOM-BARG,CFIHOS-00000030
TPV-0087564,FT-29214,PROP-004,424.8,UOM-DEGC,CFIHOS-00000030
TPV-0087565,FT-29214,PROP-013,63.7,UOM-BARG,CFIHOS-00000030
TPV-0087566,FT-29215,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087567,FT-29215,PROP-003,129.0,UOM-BARG,CFIHOS-00000030
TPV-0087568,FT-29215,PROP-012,14.6,UOM-BARG,CFIHOS-00000030
TPV-0087569,FT-29215,PROP-006,238.2,UOM-KW,CFIHOS-00000030
TPV-0087570,LT-29216,PROP-013,51.1,UOM-BARG,CFIHOS-00000030
TPV-0087571,LT-29216,PROP-001,18.4,UOM-BARG,CFIHOS-00000030
TPV-0087572,LT-29216,PROP-003,58.9,UOM-BARG,CFIHOS-00000030
TPV-0087573,LT-29216,PROP-006,1873.4,UOM-KW,CFIHOS-00000030
TPV-0087574,FCV-29217,PROP-002,126.1,UOM-DEGC,CFIHOS-00000030
TPV-0087575,FCV-29217,PROP-012,83.2,UOM-BARG,CFIHOS-00000030
TPV-0087576,FCV-29217,PROP-005,1493.4,UOM-M3H,CFIHOS-00000030
TPV-0087577,P-29218,PROP-005,314.3,UOM-M3H,CFIHOS-00000030
TPV-0087578,P-29218,PROP-004,200.1,UOM-DEGC,CFIHOS-00000030
TPV-0087579,P-29218,PROP-003,132.5,UOM-BARG,CFIHOS-00000030
TPV-0087580,P-29218,PROP-012,71.6,UOM-BARG,CFIHOS-00000030
TPV-0087581,XV-29219,PROP-002,415.5,UOM-DEGC,CFIHOS-00000030
TPV-0087582,XV-29219,PROP-005,2063.5,UOM-M3H,CFIHOS-00000030
TPV-0087583,XV-29219,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0087584,FT-29220,PROP-010,None,,CFIHOS-00000030
TPV-0087585,FT-29220,PROP-001,148.1,UOM-BARG,CFIHOS-00000030
TPV-0087586,FT-29221,PROP-013,80.3,UOM-BARG,CFIHOS-00000030
TPV-0087587,FT-29221,PROP-004,74.4,UOM-DEGC,CFIHOS-00000030
TPV-0087588,FT-29221,PROP-002,300.7,UOM-DEGC,CFIHOS-00000030
TPV-0087589,FT-29221,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087590,P-29222,PROP-004,300.3,UOM-DEGC,CFIHOS-00000030
TPV-0087591,P-29222,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087592,P-29222,PROP-001,31.9,UOM-BARG,CFIHOS-00000030
TPV-0087593,P-29222,PROP-006,463.7,UOM-KW,CFIHOS-00000030
TPV-0087594,P-29223,PROP-003,74.3,UOM-BARG,CFIHOS-00000030
TPV-0087595,P-29223,PROP-002,392.1,UOM-DEGC,CFIHOS-00000030
TPV-0087596,P-29223,PROP-012,25.9,UOM-BARG,CFIHOS-00000030
TPV-0087597,K-29224,PROP-012,9.6,UOM-BARG,CFIHOS-00000030
TPV-0087598,K-29224,PROP-011,7887.5,UOM-KG,CFIHOS-00000030
TPV-0087599,K-29224,PROP-003,71.9,UOM-BARG,CFIHOS-00000030
TPV-0087600,K-29224,PROP-009,600#,,CFIHOS-00000030
TPV-0087601,P-29225,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087602,P-29225,PROP-013,28.8,UOM-BARG,CFIHOS-00000030
TPV-0087603,P-29225,PROP-004,28.5,UOM-DEGC,CFIHOS-00000030
TPV-0087604,P-29225,PROP-008,300,UOM-MM,CFIHOS-00000030
TPV-0087605,FT-29226,PROP-002,283.9,UOM-DEGC,CFIHOS-00000030
TPV-0087606,FT-29226,PROP-003,99.4,UOM-BARG,CFIHOS-00000030
TPV-0087607,FT-29226,PROP-001,137.4,UOM-BARG,CFIHOS-00000030
TPV-0087608,XV-29227,PROP-006,2863.0,UOM-KW,CFIHOS-00000030
TPV-0087609,XV-29227,PROP-004,406.7,UOM-DEGC,CFIHOS-00000030
TPV-0087610,K-29228,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087611,K-29228,PROP-001,48.2,UOM-BARG,CFIHOS-00000030
TPV-0087612,K-29228,PROP-005,762.8,UOM-M3H,CFIHOS-00000030
TPV-0087613,K-29228,PROP-009,150#,,CFIHOS-00000030
TPV-0087614,P-29229,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087615,P-29229,PROP-012,75.8,UOM-BARG,CFIHOS-00000030
TPV-0087616,P-29229,PROP-006,2570.6,UOM-KW,CFIHOS-00000030
TPV-0087617,P-29229,PROP-001,95.1,UOM-BARG,CFIHOS-00000030
TPV-0087618,K-29230,PROP-002,445.7,UOM-DEGC,CFIHOS-00000030
TPV-0087619,K-29230,PROP-001,48.0,UOM-BARG,CFIHOS-00000030
TPV-0087620,K-29230,PROP-006,1957.2,UOM-KW,CFIHOS-00000030
TPV-0087621,K-29230,PROP-005,844.7,UOM-M3H,CFIHOS-00000030
TPV-0087622,PSV-29231,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087623,PSV-29231,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087624,PSV-29231,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0087625,PSV-29231,PROP-013,66.6,UOM-BARG,CFIHOS-00000030
TPV-0087626,PSV-29232,PROP-011,11716.9,UOM-KG,CFIHOS-00000030
TPV-0087627,PSV-29232,PROP-006,2452.5,UOM-KW,CFIHOS-00000030
TPV-0087628,V-29233,PROP-008,600,UOM-MM,CFIHOS-00000030
TPV-0087629,V-29233,PROP-004,9.3,UOM-DEGC,CFIHOS-00000030
TPV-0087630,V-29233,PROP-003,4.7,UOM-BARG,CFIHOS-00000030
TPV-0087631,P-29234,PROP-004,-9.7,UOM-DEGC,CFIHOS-00000030
TPV-0087632,P-29234,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0087633,LT-29235,PROP-009,150#,,CFIHOS-00000030
TPV-0087634,LT-29235,PROP-002,355.1,UOM-DEGC,CFIHOS-00000030
TPV-0087635,LT-29235,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087636,LT-29236,PROP-013,0.5,UOM-BARG,CFIHOS-00000030
TPV-0087637,LT-29236,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0087638,TT-29237,PROP-013,12.4,UOM-BARG,CFIHOS-00000030
TPV-0087639,TT-29237,PROP-001,46.0,UOM-BARG,CFIHOS-00000030
TPV-0087640,TT-29237,PROP-009,600#,,CFIHOS-00000030
TPV-0087641,PT-29238,PROP-009,150#,,CFIHOS-00000030
TPV-0087642,PT-29238,PROP-004,62.1,UOM-DEGC,CFIHOS-00000030
TPV-0087643,PT-29238,PROP-013,23.3,UOM-BARG,CFIHOS-00000030
TPV-0087644,K-29239,PROP-003,146.6,UOM-BARG,CFIHOS-00000030
TPV-0087645,K-29239,PROP-013,30.7,UOM-BARG,CFIHOS-00000030
TPV-0087646,PT-29240,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087647,PT-29240,PROP-006,1793.5,UOM-KW,CFIHOS-00000030
TPV-0087648,PT-29240,PROP-004,77.5,UOM-DEGC,CFIHOS-00000030
TPV-0087649,PT-29240,PROP-002,149.5,UOM-DEGC,CFIHOS-00000030
TPV-0087650,K-29241,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087651,K-29241,PROP-005,1896.6,UOM-M3H,CFIHOS-00000030
TPV-0087652,K-29241,PROP-009,600#,,CFIHOS-00000030
TPV-0087653,PSV-29242,PROP-011,10671.3,UOM-KG,CFIHOS-00000030
TPV-0087654,PSV-29242,PROP-006,1079.9,UOM-KW,CFIHOS-00000030
TPV-0087655,PSV-29242,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087656,PSV-29242,PROP-002,243.7,UOM-DEGC,CFIHOS-00000030
TPV-0087657,COL-29243,PROP-012,83.7,UOM-BARG,CFIHOS-00000030
TPV-0087658,COL-29243,PROP-002,328.5,UOM-DEGC,CFIHOS-00000030
TPV-0087659,COL-29243,PROP-005,1594.0,UOM-M3H,CFIHOS-00000030
TPV-0087660,PT-29244,PROP-002,-7.4,UOM-DEGC,CFIHOS-00000030
TPV-0087661,PT-29244,PROP-004,1.6,UOM-DEGC,CFIHOS-00000030
TPV-0087662,PT-29244,PROP-005,164.5,UOM-M3H,CFIHOS-00000030
TPV-0087663,PSV-29245,PROP-009,900#,,CFIHOS-00000030
TPV-0087664,PSV-29245,PROP-011,8182.0,UOM-KG,CFIHOS-00000030
TPV-0087665,PSV-29245,PROP-002,261.1,UOM-DEGC,CFIHOS-00000030
TPV-0087666,FCV-29246,PROP-002,410.8,UOM-DEGC,CFIHOS-00000030
TPV-0087667,FCV-29246,PROP-004,280.2,UOM-DEGC,CFIHOS-00000030
TPV-0087668,FCV-29246,PROP-005,813.4,UOM-M3H,CFIHOS-00000030
TPV-0087669,FCV-29246,PROP-003,72.6,UOM-BARG,CFIHOS-00000030
TPV-0087670,FT-29247,PROP-009,300#,,CFIHOS-00000030
TPV-0087671,FT-29247,PROP-006,619.9,UOM-KW,CFIHOS-00000030
TPV-0087672,FT-29247,PROP-011,9154.4,UOM-KG,CFIHOS-00000030
TPV-0087673,FT-29247,PROP-010,None,,CFIHOS-00000030
TPV-0087674,COL-29248,PROP-002,242.6,UOM-DEGC,CFIHOS-00000030
TPV-0087675,COL-29248,PROP-012,97.4,UOM-BARG,CFIHOS-00000030
TPV-0087676,COL-29248,PROP-004,276.8,UOM-DEGC,CFIHOS-00000030
TPV-0087677,TT-29249,PROP-006,434.6,UOM-KW,CFIHOS-00000030
TPV-0087678,TT-29249,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087679,FT-29250,PROP-011,3515.9,UOM-KG,CFIHOS-00000030
TPV-0087680,FT-29250,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087681,V-29251,PROP-012,1.8,UOM-BARG,CFIHOS-00000030
TPV-0087682,V-29251,PROP-002,386.3,UOM-DEGC,CFIHOS-00000030
TPV-0087683,V-29251,PROP-004,310.2,UOM-DEGC,CFIHOS-00000030
TPV-0087684,V-29251,PROP-006,755.9,UOM-KW,CFIHOS-00000030
TPV-0087685,LT-29252,PROP-001,29.2,UOM-BARG,CFIHOS-00000030
TPV-0087686,LT-29252,PROP-009,300#,,CFIHOS-00000030
TPV-0087687,LT-29252,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087688,LT-29252,PROP-006,297.5,UOM-KW,CFIHOS-00000030
TPV-0087689,V-29253,PROP-001,52.6,UOM-BARG,CFIHOS-00000030
TPV-0087690,V-29253,PROP-002,401.4,UOM-DEGC,CFIHOS-00000030
TPV-0087691,PSV-29254,PROP-013,98.9,UOM-BARG,CFIHOS-00000030
TPV-0087692,PSV-29254,PROP-012,42.2,UOM-BARG,CFIHOS-00000030
TPV-0087693,PT-29255,PROP-002,128.4,UOM-DEGC,CFIHOS-00000030
TPV-0087694,PT-29255,PROP-005,2147.8,UOM-M3H,CFIHOS-00000030
TPV-0087695,PT-29255,PROP-011,3095.2,UOM-KG,CFIHOS-00000030
TPV-0087696,PT-29255,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087697,COL-29256,PROP-005,129.6,UOM-M3H,CFIHOS-00000030
TPV-0087698,COL-29256,PROP-012,10.8,UOM-BARG,CFIHOS-00000030
TPV-0087699,COL-29256,PROP-009,600#,,CFIHOS-00000030
TPV-0087700,COL-29256,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087701,LT-29257,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0087702,LT-29257,PROP-006,1293.7,UOM-KW,CFIHOS-00000030
TPV-0087703,LT-29257,PROP-011,6102.4,UOM-KG,CFIHOS-00000030
TPV-0087704,PSV-29258,PROP-012,10.9,UOM-BARG,CFIHOS-00000030
TPV-0087705,PSV-29258,PROP-005,626.4,UOM-M3H,CFIHOS-00000030
TPV-0087706,PSV-29258,PROP-006,1102.1,UOM-KW,CFIHOS-00000030
TPV-0087707,PSV-29258,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087708,P-29259,PROP-011,1067.8,UOM-KG,CFIHOS-00000030
TPV-0087709,P-29259,PROP-003,144.0,UOM-BARG,CFIHOS-00000030
TPV-0087710,P-29259,PROP-006,1061.5,UOM-KW,CFIHOS-00000030
TPV-0087711,PT-29260,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087712,PT-29260,PROP-001,73.9,UOM-BARG,CFIHOS-00000030
TPV-0087713,P-29261,PROP-003,120.8,UOM-BARG,CFIHOS-00000030
TPV-0087714,P-29261,PROP-001,138.8,UOM-BARG,CFIHOS-00000030
TPV-0087715,P-29261,PROP-006,634.7,UOM-KW,CFIHOS-00000030
TPV-0087716,P-29261,PROP-004,162.3,UOM-DEGC,CFIHOS-00000030
TPV-0087717,E-29262,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0087718,E-29262,PROP-003,10.7,UOM-BARG,CFIHOS-00000030
TPV-0087719,E-29262,PROP-006,378.2,UOM-KW,CFIHOS-00000030
TPV-0087720,TT-29263,PROP-001,149.7,UOM-BARG,CFIHOS-00000030
TPV-0087721,TT-29263,PROP-004,409.6,UOM-DEGC,CFIHOS-00000030
TPV-0087722,TT-29263,PROP-002,378.8,UOM-DEGC,CFIHOS-00000030
TPV-0087723,TT-29263,PROP-012,1.3,UOM-BARG,CFIHOS-00000030
TPV-0087724,E-29264,PROP-009,600#,,CFIHOS-00000030
TPV-0087725,E-29264,PROP-005,1284.0,UOM-M3H,CFIHOS-00000030
TPV-0087726,E-29264,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087727,E-29264,PROP-011,5215.9,UOM-KG,CFIHOS-00000030
TPV-0087728,E-29265,PROP-013,43.7,UOM-BARG,CFIHOS-00000030
TPV-0087729,E-29265,PROP-010,None,,CFIHOS-00000030
TPV-0087730,E-29265,PROP-012,6.8,UOM-BARG,CFIHOS-00000030
TPV-0087731,FCV-29266,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087732,FCV-29266,PROP-005,2141.6,UOM-M3H,CFIHOS-00000030
TPV-0087733,FCV-29266,PROP-012,25.4,UOM-BARG,CFIHOS-00000030
TPV-0087734,FCV-29266,PROP-013,6.9,UOM-BARG,CFIHOS-00000030
TPV-0087735,LT-29267,PROP-003,9.2,UOM-BARG,CFIHOS-00000030
TPV-0087736,LT-29267,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087737,LT-29267,PROP-006,687.6,UOM-KW,CFIHOS-00000030
TPV-0087738,LT-29267,PROP-001,25.6,UOM-BARG,CFIHOS-00000030
TPV-0087739,PT-29268,PROP-013,79.1,UOM-BARG,CFIHOS-00000030
TPV-0087740,PT-29268,PROP-001,48.7,UOM-BARG,CFIHOS-00000030
TPV-0087741,P-29269,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0087742,P-29269,PROP-012,96.0,UOM-BARG,CFIHOS-00000030
TPV-0087743,COL-29270,PROP-004,126.2,UOM-DEGC,CFIHOS-00000030
TPV-0087744,COL-29270,PROP-011,9131.2,UOM-KG,CFIHOS-00000030
TPV-0087745,COL-29270,PROP-008,100,UOM-MM,CFIHOS-00000030
TPV-0087746,PSV-29271,PROP-012,12.6,UOM-BARG,CFIHOS-00000030
TPV-0087747,PSV-29271,PROP-011,567.9,UOM-KG,CFIHOS-00000030
TPV-0087748,PSV-29271,PROP-001,34.3,UOM-BARG,CFIHOS-00000030
TPV-0087749,PSV-29271,PROP-002,198.0,UOM-DEGC,CFIHOS-00000030
TPV-0087750,PT-29272,PROP-002,250.1,UOM-DEGC,CFIHOS-00000030
TPV-0087751,PT-29272,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0087752,XV-29273,PROP-002,291.2,UOM-DEGC,CFIHOS-00000030
TPV-0087753,XV-29273,PROP-011,2117.6,UOM-KG,CFIHOS-00000030
TPV-0087754,XV-29273,PROP-005,1435.3,UOM-M3H,CFIHOS-00000030
TPV-0087755,TT-29274,PROP-003,45.0,UOM-BARG,CFIHOS-00000030
TPV-0087756,TT-29274,PROP-004,184.0,UOM-DEGC,CFIHOS-00000030
TPV-0087757,TT-29274,PROP-011,8691.2,UOM-KG,CFIHOS-00000030
TPV-0087758,TT-29274,PROP-006,2588.9,UOM-KW,CFIHOS-00000030
TPV-0087759,PT-29275,PROP-011,11331.5,UOM-KG,CFIHOS-00000030
TPV-0087760,PT-29275,PROP-012,8.5,UOM-BARG,CFIHOS-00000030
TPV-0087761,PT-29275,PROP-013,34.4,UOM-BARG,CFIHOS-00000030
TPV-0087762,PT-29275,PROP-002,414.3,UOM-DEGC,CFIHOS-00000030
TPV-0087763,FCV-29276,PROP-012,40.1,UOM-BARG,CFIHOS-00000030
TPV-0087764,FCV-29276,PROP-011,1198.3,UOM-KG,CFIHOS-00000030
TPV-0087765,K-29277,PROP-012,88.5,UOM-BARG,CFIHOS-00000030
TPV-0087766,K-29277,PROP-013,83.3,UOM-BARG,CFIHOS-00000030
TPV-0087767,K-29277,PROP-002,50.0,UOM-DEGC,CFIHOS-00000030
TPV-0087768,K-29277,PROP-006,2536.7,UOM-KW,CFIHOS-00000030
TPV-0087769,P-29278,PROP-009,150#,,CFIHOS-00000030
TPV-0087770,P-29278,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087771,FT-29279,PROP-007,Stainless Steel 316,,CFIHOS-00000030
TPV-0087772,FT-29279,PROP-005,2330.3,UOM-M3H,CFIHOS-00000030
TPV-0087773,FT-29279,PROP-006,2413.1,UOM-KW,CFIHOS-00000030
TPV-0087774,FT-29280,PROP-013,27.1,UOM-BARG,CFIHOS-00000030
TPV-0087775,FT-29280,PROP-012,30.6,UOM-BARG,CFIHOS-00000030
TPV-0087776,FT-29280,PROP-001,143.1,UOM-BARG,CFIHOS-00000030
TPV-0087777,TT-29281,PROP-013,80.1,UOM-BARG,CFIHOS-00000030
TPV-0087778,TT-29281,PROP-001,80.2,UOM-BARG,CFIHOS-00000030
TPV-0087779,TT-29281,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087780,FT-29282,PROP-013,50.9,UOM-BARG,CFIHOS-00000030
TPV-0087781,FT-29282,PROP-009,150#,,CFIHOS-00000030
TPV-0087782,FT-29282,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0087783,FT-29282,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087784,V-29283,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087785,V-29283,PROP-004,118.8,UOM-DEGC,CFIHOS-00000030
TPV-0087786,V-29283,PROP-001,67.8,UOM-BARG,CFIHOS-00000030
TPV-0087787,V-29283,PROP-005,2044.9,UOM-M3H,CFIHOS-00000030
TPV-0087788,LT-29284,PROP-005,2464.9,UOM-M3H,CFIHOS-00000030
TPV-0087789,LT-29284,PROP-011,10734.0,UOM-KG,CFIHOS-00000030
TPV-0087790,LT-29284,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087791,LT-29284,PROP-004,73.1,UOM-DEGC,CFIHOS-00000030
TPV-0087792,PSV-29285,PROP-011,10997.3,UOM-KG,CFIHOS-00000030
TPV-0087793,PSV-29285,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087794,PSV-29285,PROP-004,55.8,UOM-DEGC,CFIHOS-00000030
TPV-0087795,PSV-29285,PROP-012,30.3,UOM-BARG,CFIHOS-00000030
TPV-0087796,P-29286,PROP-004,32.8,UOM-DEGC,CFIHOS-00000030
TPV-0087797,P-29286,PROP-012,34.8,UOM-BARG,CFIHOS-00000030
TPV-0087798,P-29286,PROP-006,1719.3,UOM-KW,CFIHOS-00000030
TPV-0087799,E-29287,PROP-013,83.6,UOM-BARG,CFIHOS-00000030
TPV-0087800,E-29287,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087801,E-29287,PROP-006,2324.6,UOM-KW,CFIHOS-00000030
TPV-0087802,E-29287,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087803,FT-29288,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087804,FT-29288,PROP-003,43.8,UOM-BARG,CFIHOS-00000030
TPV-0087805,FT-29288,PROP-004,235.2,UOM-DEGC,CFIHOS-00000030
TPV-0087806,FT-29288,PROP-012,52.1,UOM-BARG,CFIHOS-00000030
TPV-0087807,COL-29289,PROP-005,1761.1,UOM-M3H,CFIHOS-00000030
TPV-0087808,COL-29289,PROP-008,50,UOM-MM,CFIHOS-00000030
TPV-0087809,COL-29289,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087810,COL-29289,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087811,TT-29290,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0087812,TT-29290,PROP-012,50.5,UOM-BARG,CFIHOS-00000030
TPV-0087813,TT-29290,PROP-013,76.8,UOM-BARG,CFIHOS-00000030
TPV-0087814,TT-29290,PROP-009,600#,,CFIHOS-00000030
TPV-0087815,P-29291,PROP-001,4.3,UOM-BARG,CFIHOS-00000030
TPV-0087816,P-29291,PROP-010,None,,CFIHOS-00000030
TPV-0087817,P-29291,PROP-003,63.9,UOM-BARG,CFIHOS-00000030
TPV-0087818,FCV-29292,PROP-011,3739.1,UOM-KG,CFIHOS-00000030
TPV-0087819,FCV-29292,PROP-005,1074.5,UOM-M3H,CFIHOS-00000030
TPV-0087820,FCV-29292,PROP-009,900#,,CFIHOS-00000030
TPV-0087821,V-29293,PROP-001,148.1,UOM-BARG,CFIHOS-00000030
TPV-0087822,V-29293,PROP-011,9655.0,UOM-KG,CFIHOS-00000030
TPV-0087823,P-29294,PROP-003,46.9,UOM-BARG,CFIHOS-00000030
TPV-0087824,P-29294,PROP-012,87.5,UOM-BARG,CFIHOS-00000030
TPV-0087825,P-29294,PROP-013,36.5,UOM-BARG,CFIHOS-00000030
TPV-0087826,P-29294,PROP-011,6192.0,UOM-KG,CFIHOS-00000030
TPV-0087827,K-29295,PROP-008,150,UOM-MM,CFIHOS-00000030
TPV-0087828,K-29295,PROP-004,14.7,UOM-DEGC,CFIHOS-00000030
TPV-0087829,K-29295,PROP-011,9002.3,UOM-KG,CFIHOS-00000030
TPV-0087830,K-29295,PROP-001,7.2,UOM-BARG,CFIHOS-00000030
TPV-0087831,COL-29296,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087832,COL-29296,PROP-006,292.2,UOM-KW,CFIHOS-00000030
TPV-0087833,COL-29296,PROP-007,Duplex Stainless Steel,,CFIHOS-00000030
TPV-0087834,COL-29296,PROP-012,5.6,UOM-BARG,CFIHOS-00000030
TPV-0087835,XV-29297,PROP-012,35.3,UOM-BARG,CFIHOS-00000030
TPV-0087836,XV-29297,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087837,XV-29297,PROP-009,300#,,CFIHOS-00000030
TPV-0087838,XV-29298,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087839,XV-29298,PROP-013,59.5,UOM-BARG,CFIHOS-00000030
TPV-0087840,K-29299,PROP-003,143.7,UOM-BARG,CFIHOS-00000030
TPV-0087841,K-29299,PROP-006,2618.0,UOM-KW,CFIHOS-00000030
TPV-0087842,K-29300,PROP-001,9.4,UOM-BARG,CFIHOS-00000030
TPV-0087843,K-29300,PROP-008,200,UOM-MM,CFIHOS-00000030
TPV-0087844,PSV-29301,PROP-009,600#,,CFIHOS-00000030
TPV-0087845,PSV-29301,PROP-012,32.7,UOM-BARG,CFIHOS-00000030
TPV-0087846,PSV-29301,PROP-010,None,,CFIHOS-00000030
TPV-0087847,FCV-29302,PROP-005,459.2,UOM-M3H,CFIHOS-00000030
TPV-0087848,FCV-29302,PROP-003,38.5,UOM-BARG,CFIHOS-00000030
TPV-0087849,FCV-29302,PROP-006,2188.4,UOM-KW,CFIHOS-00000030
TPV-0087850,V-29303,PROP-011,155.0,UOM-KG,CFIHOS-00000030
TPV-0087851,V-29303,PROP-010,Calcium Silicate,,CFIHOS-00000030
TPV-0087852,V-29303,PROP-007,Carbon Steel,,CFIHOS-00000030
TPV-0087853,V-29303,PROP-001,113.4,UOM-BARG,CFIHOS-00000030
TPV-0087854,FT-29304,PROP-009,150#,,CFIHOS-00000030
TPV-0087855,FT-29304,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087856,XV-29305,PROP-002,68.7,UOM-DEGC,CFIHOS-00000030
TPV-0087857,XV-29305,PROP-010,Personnel Protection,,CFIHOS-00000030
TPV-0087858,XV-29305,PROP-006,752.3,UOM-KW,CFIHOS-00000030
TPV-0087859,P-29306,PROP-007,Hastelloy C276,,CFIHOS-00000030
TPV-0087860,P-29306,PROP-003,30.0,UOM-BARG,CFIHOS-00000030
TPV-0087861,P-29306,PROP-006,2098.3,UOM-KW,CFIHOS-00000030
TPV-0087862,PT-29307,PROP-006,342.4,UOM-KW,CFIHOS-00000030
TPV-0087863,PT-29307,PROP-001,2.7,UOM-BARG,CFIHOS-00000030
TPV-0087864,PSV-29308,PROP-004,187.2,UOM-DEGC,CFIHOS-00000030
TPV-0087865,PSV-29308,PROP-006,2725.9,UOM-KW,CFIHOS-00000030
TPV-0087866,PSV-29308,PROP-003,72.5,UOM-BARG,CFIHOS-00000030
TPV-0087867,XV-29309,PROP-001,111.5,UOM-BARG,CFIHOS-00000030
TPV-0087868,XV-29309,PROP-008,400,UOM-MM,CFIHOS-00000030
TPV-0087869,XV-29309,PROP-013,82.9,UOM-BARG,CFIHOS-00000030
TPV-0087870,XV-29309,PROP-006,1624.3,UOM-KW,CFIHOS-00000030
TPV-0087871,E-29310,PROP-009,900#,,CFIHOS-00000030
TPV-0087872,E-29310,PROP-002,131.0,UOM-DEGC,CFIHOS-00000030
TPV-0087873,V-29311,PROP-010,Mineral Wool,,CFIHOS-00000030
TPV-0087874,V-29311,PROP-003,95.4,UOM-BARG,CFIHOS-00000030
